department_id,department_name,error_reason,employee_id,employee_name,hire_date,termination_date,gender,attendance_id,attendance_date,hours_worked
,,Orphan Employee,235.0,,,,,7647.0,2025-09-20 14:05:26.487071,4.0
,,Orphan Employee,210.0,,,,,7657.0,2026-02-11 14:05:26.487115,
,,Orphan Employee,75.0,,,,,7659.0,2025-12-29 14:05:26.487131,9.0
,,Orphan Employee,1134.0,,,,,7661.0,2025-06-14 14:05:26.487139,
,,Orphan Employee,1134.0,,,,,7663.0,2026-02-18 14:05:26.487147,9.0
,,Orphan Employee,563.0,,,,,7664.0,2025-06-30 14:05:26.487152,2.0
,,Orphan Employee,487.0,,,,,7665.0,2026-05-06 14:05:26.487156,9.0
,,Orphan Employee,1067.0,,,,,7682.0,2025-09-21 14:05:26.487271,0.0
,,Orphan Employee,1195.0,,,,,7696.0,2025-12-04 14:05:26.487331,1.0
,,Orphan Employee,2.0,,,,,7697.0,2025-10-01 14:05:26.487336,
,,Orphan Employee,182.0,,,,,7698.0,2026-05-09 14:05:26.487339,3.0
,,Orphan Employee,108.0,,,,,7699.0,2025-07-23 14:05:26.487344,7.0
,,Orphan Employee,587.0,,,,,7700.0,2025-08-19 14:05:26.487348,
,,Orphan Employee,1148.0,,,,,7701.0,2025-12-21 14:05:26.487352,8.0
,,Orphan Employee,966.0,,,,,7703.0,2026-04-01 14:05:26.487361,1.0
,,Orphan Employee,948.0,,,,,7706.0,2025-06-27 14:05:26.487377,4.0
,,Orphan Employee,865.0,,,,,7709.0,2025-10-08 14:05:26.487390,6.0
,,Orphan Employee,1195.0,,,,,7711.0,2026-02-28 14:05:26.487399,
,,Orphan Employee,928.0,,,,,7715.0,2026-05-25 14:05:26.487418,
,,Orphan Employee,1200.0,,,,,7716.0,2026-05-08 14:05:26.487423,10.0
,,Orphan Employee,727.0,,,,,7720.0,2025-12-19 14:05:26.487443,9.0
,,Orphan Employee,325.0,,,,,7722.0,2025-06-21 14:05:26.487450,8.0
,,Orphan Employee,501.0,,,,,7726.0,2026-02-01 14:05:26.487467,8.0
,,Orphan Employee,499.0,,,,,7728.0,2025-10-17 14:05:26.487490,3.0
,,Orphan Employee,971.0,,,,,7736.0,2026-04-07 14:05:26.487526,2.0
,,Orphan Employee,1186.0,,,,,7737.0,2025-06-18 14:05:26.487533,4.0
,,Orphan Employee,139.0,,,,,7738.0,2026-03-13 14:05:26.487537,8.0
,,Orphan Employee,736.0,,,,,7739.0,2025-07-17 14:05:26.487541,0.0
,,Orphan Employee,746.0,,,,,7742.0,2026-05-31 14:05:26.487555,1.0
,,Orphan Employee,754.0,,,,,7747.0,2025-11-09 14:05:26.487576,7.0
,,Orphan Employee,833.0,,,,,7748.0,2025-11-13 14:05:26.487581,1.0
,,Orphan Employee,1016.0,,,,,7752.0,2025-12-24 14:05:26.487598,1.0
,,Orphan Employee,1135.0,,,,,7756.0,2026-04-22 14:05:26.487617,6.0
,,Orphan Employee,1076.0,,,,,7761.0,2025-06-11 14:05:26.487637,3.0
,,Orphan Employee,1194.0,,,,,7763.0,2025-10-04 14:05:26.487645,6.0
,,Orphan Employee,1102.0,,,,,7772.0,2026-03-26 14:05:26.487684,4.0
,,Orphan Employee,1164.0,,,,,7775.0,2025-12-04 14:05:26.487697,5.0
,,Orphan Employee,1110.0,,,,,7778.0,2025-09-03 14:05:26.487710,5.0
,,Orphan Employee,538.0,,,,,7781.0,2026-06-01 14:05:26.487724,9.0
,,Orphan Employee,1115.0,,,,,7783.0,2026-01-09 14:05:26.487734,3.0
,,Orphan Employee,157.0,,,,,7788.0,2026-01-14 14:05:26.487755,0.0
,,Orphan Employee,189.0,,,,,7792.0,2026-05-18 14:05:26.487774,
,,Orphan Employee,1085.0,,,,,7793.0,2026-06-04 14:05:26.487778,
,,Orphan Employee,292.0,,,,,7794.0,2026-03-27 14:05:26.487782,8.0
,,Orphan Employee,1154.0,,,,,7795.0,2026-04-12 14:05:26.487786,5.0
,,Orphan Employee,243.0,,,,,7796.0,2026-04-21 14:05:26.487791,0.0
,,Orphan Employee,356.0,,,,,7802.0,2025-07-29 14:05:26.487821,4.0
,,Orphan Employee,1009.0,,,,,7803.0,2026-01-14 14:05:26.487826,2.0
,,Orphan Employee,110.0,,,,,7814.0,2026-03-22 14:05:26.487877,0.0
,,Orphan Employee,79.0,,,,,7818.0,2025-11-28 14:05:26.487897,6.0
,,Orphan Employee,111.0,,,,,7819.0,2025-10-12 14:05:26.487901,1.0
,,Orphan Employee,1150.0,,,,,7820.0,2026-05-06 14:05:26.487905,6.0
,,Orphan Employee,572.0,,,,,7825.0,2026-06-05 14:05:26.487929,7.0
,,Orphan Employee,885.0,,,,,7826.0,2025-07-08 14:05:26.487934,3.0
,,Orphan Employee,1169.0,,,,,7827.0,2026-04-17 14:05:26.487938,4.0
,,Orphan Employee,1192.0,,,,,7831.0,2026-01-06 14:05:26.487956,8.0
,,Orphan Employee,1144.0,,,,,7836.0,2025-12-30 14:05:26.487984,6.0
,,Orphan Employee,397.0,,,,,7838.0,2026-01-06 14:05:26.487995,2.0
,,Orphan Employee,98.0,,,,,7839.0,2025-12-25 14:05:26.487999,6.0
,,Orphan Employee,1153.0,,,,,7843.0,2025-07-02 14:05:26.488029,7.0
,,Orphan Employee,886.0,,,,,7845.0,2025-06-23 14:05:26.488038,7.0
,,Orphan Employee,394.0,,,,,7846.0,2025-06-30 14:05:26.488042,0.0
,,Orphan Employee,488.0,,,,,7847.0,2026-04-23 14:05:26.488047,
,,Orphan Employee,115.0,,,,,7848.0,2025-06-17 14:05:26.488053,1.0
,,Orphan Employee,1183.0,,,,,7849.0,2025-06-17 14:05:26.488057,9.0
,,Orphan Employee,336.0,,,,,7850.0,2026-04-29 14:05:26.488062,5.0
,,Orphan Employee,1117.0,,,,,7852.0,2025-11-23 14:05:26.488070,5.0
,,Orphan Employee,896.0,,,,,7856.0,2026-05-12 14:05:26.488090,9.0
,,Orphan Employee,797.0,,,,,7858.0,2026-03-20 14:05:26.488101,7.0
,,Orphan Employee,529.0,,,,,7859.0,2026-05-10 14:05:26.488105,6.0
,,Orphan Employee,1178.0,,,,,7860.0,2025-10-05 14:05:26.488109,7.0
,,Orphan Employee,1151.0,,,,,7861.0,2026-03-25 14:05:26.488113,7.0
,,Orphan Employee,1114.0,,,,,7866.0,2025-10-05 14:05:26.488153,10.0
,,Orphan Employee,533.0,,,,,7867.0,2026-04-01 14:05:26.488157,5.0
,,Orphan Employee,518.0,,,,,7870.0,2025-10-06 14:05:26.488170,10.0
,,Orphan Employee,1182.0,,,,,7871.0,2025-08-13 14:05:26.488175,1.0
,,Orphan Employee,976.0,,,,,7873.0,2026-04-05 14:05:26.488185,8.0
,,Orphan Employee,1194.0,,,,,7875.0,2026-05-02 14:05:26.488194,6.0
,,Orphan Employee,1170.0,,,,,7878.0,2025-06-21 14:05:26.488275,2.0
,,Orphan Employee,215.0,,,,,7880.0,2026-02-02 14:05:26.488283,10.0
,,Orphan Employee,677.0,,,,,7886.0,2026-03-28 14:05:26.488314,1.0
,,Orphan Employee,603.0,,,,,7891.0,2026-01-15 14:05:26.488336,8.0
,,Orphan Employee,1142.0,,,,,7895.0,2026-04-26 14:05:26.488353,2.0
,,Orphan Employee,1183.0,,,,,7901.0,2025-11-11 14:05:26.488382,6.0
,,Orphan Employee,266.0,,,,,7902.0,2026-02-28 14:05:26.488387,8.0
,,Orphan Employee,1126.0,,,,,7903.0,2025-06-15 14:05:26.488391,9.0
,,Orphan Employee,304.0,,,,,7905.0,2026-04-13 14:05:26.488400,8.0
,,Orphan Employee,1027.0,,,,,7913.0,2026-01-03 14:05:26.488436,3.0
,,Orphan Employee,736.0,,,,,7914.0,2025-09-18 14:05:26.488441,9.0
,,Orphan Employee,314.0,,,,,7917.0,2026-05-23 14:05:26.488453,10.0
,,Orphan Employee,222.0,,,,,7919.0,2025-07-28 14:05:26.488463,9.0
,,Orphan Employee,1140.0,,,,,7920.0,2025-10-17 14:05:26.488467,4.0
,,Orphan Employee,1018.0,,,,,7922.0,2026-03-30 14:05:26.488475,10.0
,,Orphan Employee,88.0,,,,,7923.0,2026-02-02 14:05:26.488479,0.0
,,Orphan Employee,871.0,,,,,7924.0,2026-02-09 14:05:26.488484,7.0
,,Orphan Employee,524.0,,,,,7928.0,2025-11-11 14:05:26.488505,3.0
,,Orphan Employee,735.0,,,,,7934.0,2025-12-12 14:05:26.488529,2.0
,,Orphan Employee,266.0,,,,,7936.0,2026-03-25 14:05:26.488537,8.0
,,Orphan Employee,402.0,,,,,7940.0,2025-09-26 14:05:26.488557,0.0
,,Orphan Employee,763.0,,,,,7941.0,2026-03-24 14:05:26.488561,5.0
,,Orphan Employee,622.0,,,,,7942.0,2025-11-21 14:05:26.488565,3.0
,,Orphan Employee,247.0,,,,,7943.0,2025-07-29 14:05:26.488569,5.0
,,Orphan Employee,677.0,,,,,7946.0,2025-07-30 14:05:26.488582,1.0
,,Orphan Employee,917.0,,,,,7955.0,2026-05-14 14:05:26.488621,3.0
,,Orphan Employee,222.0,,,,,7967.0,2025-10-07 14:05:26.488676,3.0
,,Orphan Employee,328.0,,,,,7973.0,2026-03-18 14:05:26.488708,10.0
,,Orphan Employee,966.0,,,,,7977.0,2025-08-09 14:05:26.488725,
,,Orphan Employee,1189.0,,,,,7978.0,2026-04-01 14:05:26.488729,8.0
,,Orphan Employee,1148.0,,,,,7982.0,2026-03-07 14:05:26.488746,2.0
,,Orphan Employee,1196.0,,,,,7983.0,2026-01-21 14:05:26.488749,0.0
,,Orphan Employee,813.0,,,,,7986.0,2026-02-09 14:05:26.488762,2.0
,,Orphan Employee,865.0,,,,,7988.0,2025-12-04 14:05:26.488770,1.0
,,Orphan Employee,655.0,,,,,7990.0,2025-12-16 14:05:26.488778,4.0
,,Orphan Employee,1199.0,,,,,7993.0,2025-11-10 14:05:26.488792,5.0
,,Orphan Employee,388.0,,,,,7994.0,2026-01-29 14:05:26.488796,3.0
,,Orphan Employee,115.0,,,,,7999.0,2026-04-14 14:05:26.488818,0.0
,,Orphan Employee,442.0,,,,,8001.0,2025-10-17 14:05:26.488827,4.0
,,Orphan Employee,1114.0,,,,,8002.0,2025-10-01 14:05:26.488831,7.0
,,Orphan Employee,1114.0,,,,,8006.0,2025-06-18 14:05:26.488848,8.0
,,Orphan Employee,793.0,,,,,8008.0,2025-06-10 14:05:26.488874,
,,Orphan Employee,723.0,,,,,8010.0,2025-12-14 14:05:26.488884,10.0
,,Orphan Employee,856.0,,,,,8016.0,2025-06-25 14:05:26.488908,4.0
,,Orphan Employee,516.0,,,,,8020.0,2025-09-27 14:05:26.488925,8.0
,,Orphan Employee,1131.0,,,,,8021.0,2025-08-25 14:05:26.488929,1.0
,,Orphan Employee,584.0,,,,,8022.0,2026-05-14 14:05:26.488933,10.0
,,Orphan Employee,356.0,,,,,8026.0,2025-12-22 14:05:26.488952,8.0
,,Orphan Employee,1018.0,,,,,8028.0,2026-05-05 14:05:26.488960,7.0
,,Orphan Employee,762.0,,,,,8034.0,2026-06-02 14:05:26.488985,6.0
,,Orphan Employee,996.0,,,,,8036.0,2025-09-11 14:05:26.488996,9.0
,,Orphan Employee,1071.0,,,,,8037.0,2025-08-06 14:05:26.489001,
,,Orphan Employee,82.0,,,,,8043.0,2025-11-02 14:05:26.489027,6.0
,,Orphan Employee,1170.0,,,,,8045.0,2025-07-12 14:05:26.489035,2.0
,,Orphan Employee,1123.0,,,,,8047.0,2025-06-29 14:05:26.489044,1.0
,,Orphan Employee,1190.0,,,,,8048.0,2025-10-30 14:05:26.489048,0.0
,,Orphan Employee,394.0,,,,,8053.0,2025-12-28 14:05:26.489082,8.0
,,Orphan Employee,471.0,,,,,8055.0,2025-10-11 14:05:26.489097,7.0
,,Orphan Employee,879.0,,,,,8058.0,2026-02-09 14:05:26.489115,5.0
,,Orphan Employee,539.0,,,,,8060.0,2026-02-08 14:05:26.489124,5.0
,,Orphan Employee,529.0,,,,,8061.0,2025-09-10 14:05:26.489129,8.0
,,Orphan Employee,1132.0,,,,,8064.0,2025-10-06 14:05:26.489145,0.0
,,Orphan Employee,266.0,,,,,8067.0,2026-06-06 14:05:26.489159,1.0
,,Orphan Employee,848.0,,,,,8069.0,2025-06-17 14:05:26.489168,1.0
,,Orphan Employee,813.0,,,,,8073.0,2026-01-01 14:05:26.489188,7.0
,,Orphan Employee,1190.0,,,,,8076.0,2026-03-23 14:05:26.489249,4.0
,,Orphan Employee,1130.0,,,,,8079.0,2026-05-28 14:05:26.489264,2.0
,,Orphan Employee,898.0,,,,,8087.0,2025-10-03 14:05:26.489305,1.0
,,Orphan Employee,488.0,,,,,8088.0,2025-08-07 14:05:26.489310,4.0
,,Orphan Employee,1123.0,,,,,8090.0,2026-05-21 14:05:26.489318,2.0
,,Orphan Employee,709.0,,,,,8093.0,2025-09-02 14:05:26.489331,2.0
,,Orphan Employee,1116.0,,,,,8095.0,2025-09-28 14:05:26.489339,4.0
,,Orphan Employee,20.0,,,,,8096.0,2026-01-16 14:05:26.489344,3.0
,,Orphan Employee,397.0,,,,,8097.0,2026-02-20 14:05:26.489348,2.0
,,Orphan Employee,626.0,,,,,8099.0,2026-05-20 14:05:26.489357,4.0
,,Orphan Employee,191.0,,,,,8100.0,2025-07-09 14:05:26.489364,8.0
,,Orphan Employee,871.0,,,,,8103.0,2025-12-08 14:05:26.489376,5.0
,,Orphan Employee,1196.0,,,,,8108.0,2025-07-09 14:05:26.489397,8.0
,,Orphan Employee,1094.0,,,,,8109.0,2026-04-03 14:05:26.489401,2.0
,,Orphan Employee,285.0,,,,,8110.0,2025-08-25 14:05:26.489405,10.0
,,Orphan Employee,464.0,,,,,8111.0,2025-09-04 14:05:26.489409,1.0
,,Orphan Employee,111.0,,,,,8112.0,2025-12-26 14:05:26.489414,
,,Orphan Employee,762.0,,,,,8115.0,2025-08-25 14:05:26.489426,
,,Orphan Employee,386.0,,,,,8116.0,2025-11-14 14:05:26.489430,3.0
,,Orphan Employee,592.0,,,,,8118.0,2025-07-23 14:05:26.489442,1.0
,,Orphan Employee,1045.0,,,,,8121.0,2026-01-03 14:05:26.489455,5.0
,,Orphan Employee,1169.0,,,,,8124.0,2025-12-29 14:05:26.489467,3.0
,,Orphan Employee,1087.0,,,,,8126.0,2026-01-13 14:05:26.489475,8.0
,,Orphan Employee,455.0,,,,,8128.0,2025-11-04 14:05:26.489484,9.0
,,Orphan Employee,1180.0,,,,,8129.0,2026-03-13 14:05:26.489491,2.0
,,Orphan Employee,448.0,,,,,8132.0,2025-08-01 14:05:26.489504,3.0
,,Orphan Employee,572.0,,,,,8134.0,2026-01-14 14:05:26.489513,5.0
,,Orphan Employee,847.0,,,,,8138.0,2026-05-31 14:05:26.489529,0.0
,,Orphan Employee,302.0,,,,,8139.0,2025-12-03 14:05:26.489533,3.0
,,Orphan Employee,1040.0,,,,,8141.0,2026-03-05 14:05:26.489542,9.0
,,Orphan Employee,736.0,,,,,8142.0,2025-12-06 14:05:26.489546,1.0
,,Orphan Employee,751.0,,,,,8144.0,2026-03-04 14:05:26.489555,10.0
,,Orphan Employee,971.0,,,,,8145.0,2026-01-27 14:05:26.489558,5.0
,,Orphan Employee,847.0,,,,,8150.0,2025-06-24 14:05:26.489580,
,,Orphan Employee,746.0,,,,,8152.0,2025-10-26 14:05:26.489589,0.0
,,Orphan Employee,563.0,,,,,8155.0,2026-04-20 14:05:26.489605,2.0
,,Orphan Employee,934.0,,,,,8159.0,2026-01-06 14:05:26.489624,0.0
,,Orphan Employee,1107.0,,,,,8162.0,2025-06-13 14:05:26.489637,3.0
,,Orphan Employee,847.0,,,,,8166.0,2025-09-24 14:05:26.489657,7.0
,,Orphan Employee,1102.0,,,,,8167.0,2025-12-09 14:05:26.489661,9.0
,,Orphan Employee,746.0,,,,,8171.0,2026-06-05 14:05:26.489677,7.0
,,Orphan Employee,402.0,,,,,8172.0,2025-12-15 14:05:26.489682,1.0
,,Orphan Employee,1104.0,,,,,8173.0,2026-02-27 14:05:26.489686,7.0
,,Orphan Employee,257.0,,,,,8182.0,2026-03-04 14:05:26.489730,3.0
,,Orphan Employee,477.0,,,,,8183.0,2026-01-28 14:05:26.489734,9.0
,,Orphan Employee,1199.0,,,,,8185.0,2025-09-16 14:05:26.489744,7.0
,,Orphan Employee,729.0,,,,,8187.0,2025-11-29 14:05:26.489752,8.0
,,Orphan Employee,1108.0,,,,,8189.0,2025-08-22 14:05:26.489761,8.0
,,Orphan Employee,862.0,,,,,8190.0,2025-12-15 14:05:26.489765,6.0
,,Orphan Employee,1107.0,,,,,8191.0,2025-10-04 14:05:26.489769,6.0
,,Orphan Employee,982.0,,,,,8195.0,2025-12-27 14:05:26.489789,10.0
,,Orphan Employee,20.0,,,,,8206.0,2025-12-10 14:05:26.489833,6.0
,,Orphan Employee,885.0,,,,,8207.0,2025-11-27 14:05:26.489836,2.0
,,Orphan Employee,442.0,,,,,8208.0,2026-03-12 14:05:26.489840,9.0
,,Orphan Employee,584.0,,,,,8210.0,2025-10-22 14:05:26.489849,2.0
,,Orphan Employee,299.0,,,,,8211.0,2026-04-12 14:05:26.489852,10.0
,,Orphan Employee,772.0,,,,,8212.0,2025-12-16 14:05:26.489856,3.0
,,Orphan Employee,448.0,,,,,8213.0,2025-08-27 14:05:26.489864,9.0
,,Orphan Employee,754.0,,,,,8215.0,2026-05-12 14:05:26.489875,5.0
,,Orphan Employee,784.0,,,,,8218.0,2026-05-16 14:05:26.489887,9.0
,,Orphan Employee,1115.0,,,,,8226.0,2025-11-26 14:05:26.489922,8.0
,,Orphan Employee,958.0,,,,,8230.0,2026-03-15 14:05:26.489940,5.0
,,Orphan Employee,199.0,,,,,8232.0,2025-07-06 14:05:26.489949,4.0
,,Orphan Employee,220.0,,,,,8234.0,2025-08-06 14:05:26.489956,8.0
,,Orphan Employee,338.0,,,,,8235.0,2025-07-04 14:05:26.489960,1.0
,,Orphan Employee,764.0,,,,,8237.0,2026-03-27 14:05:26.489969,4.0
,,Orphan Employee,471.0,,,,,8238.0,2026-04-28 14:05:26.489973,7.0
,,Orphan Employee,394.0,,,,,8242.0,2026-04-29 14:05:26.489989,0.0
,,Orphan Employee,345.0,,,,,8243.0,2025-08-21 14:05:26.489994,8.0
,,Orphan Employee,1130.0,,,,,8244.0,2026-05-04 14:05:26.489997,4.0
,,Orphan Employee,1167.0,,,,,8247.0,2026-02-07 14:05:26.490012,2.0
,,Orphan Employee,438.0,,,,,8249.0,2025-08-12 14:05:26.490021,10.0
,,Orphan Employee,952.0,,,,,8256.0,2026-05-01 14:05:26.490050,2.0
,,Orphan Employee,1129.0,,,,,8259.0,2026-03-02 14:05:26.490063,5.0
,,Orphan Employee,707.0,,,,,8262.0,2026-05-27 14:05:26.490075,0.0
,,Orphan Employee,1131.0,,,,,8273.0,2025-09-11 14:05:26.490345,0.0
,,Orphan Employee,191.0,,,,,8280.0,2025-10-19 14:05:26.490376,2.0
,,Orphan Employee,508.0,,,,,8282.0,2025-08-05 14:05:26.490383,6.0
,,Orphan Employee,537.0,,,,,8283.0,2026-01-09 14:05:26.490386,1.0
,,Orphan Employee,886.0,,,,,8286.0,2025-07-05 14:05:26.490397,5.0
,,Orphan Employee,923.0,,,,,8291.0,2026-05-31 14:05:26.490418,10.0
,,Orphan Employee,475.0,,,,,8294.0,2026-04-17 14:05:26.490431,6.0
,,Orphan Employee,1107.0,,,,,8296.0,2025-10-22 14:05:26.490438,4.0
,,Orphan Employee,235.0,,,,,8297.0,2025-07-13 14:05:26.490442,0.0
,,Orphan Employee,1086.0,,,,,8299.0,2025-07-14 14:05:26.490448,2.0
,,Orphan Employee,442.0,,,,,8302.0,2025-11-25 14:05:26.490462,10.0
,,Orphan Employee,984.0,,,,,8304.0,2025-08-14 14:05:26.490469,7.0
,,Orphan Employee,156.0,,,,,8308.0,2026-02-21 14:05:26.490482,6.0
,,Orphan Employee,1175.0,,,,,8309.0,2026-01-26 14:05:26.490488,6.0
,,Orphan Employee,383.0,,,,,8311.0,2026-01-25 14:05:26.490495,6.0
,,Orphan Employee,236.0,,,,,8312.0,2025-11-29 14:05:26.490499,3.0
,,Orphan Employee,1175.0,,,,,8314.0,2025-06-16 14:05:26.490505,7.0
,,Orphan Employee,813.0,,,,,8315.0,2025-11-06 14:05:26.490509,7.0
,,Orphan Employee,442.0,,,,,8320.0,2026-05-09 14:05:26.490526,3.0
,,Orphan Employee,1074.0,,,,,8321.0,2025-08-12 14:05:26.490530,1.0
,,Orphan Employee,1184.0,,,,,8323.0,2026-06-04 14:05:26.490537,8.0
,,Orphan Employee,544.0,,,,,8324.0,2026-05-03 14:05:26.490540,8.0
,,Orphan Employee,405.0,,,,,8325.0,2026-03-14 14:05:26.490544,5.0
,,Orphan Employee,1158.0,,,,,8329.0,2025-11-05 14:05:26.490558,2.0
,,Orphan Employee,592.0,,,,,8333.0,2025-09-12 14:05:26.490571,4.0
,,Orphan Employee,405.0,,,,,8336.0,2025-08-10 14:05:26.490582,2.0
,,Orphan Employee,526.0,,,,,8338.0,2025-06-13 14:05:26.490590,2.0
,,Orphan Employee,723.0,,,,,8339.0,2025-12-03 14:05:26.490594,5.0
,,Orphan Employee,66.0,,,,,8341.0,2025-10-15 14:05:26.490605,7.0
,,Orphan Employee,311.0,,,,,8342.0,2026-04-17 14:05:26.490609,2.0
,,Orphan Employee,1120.0,,,,,8344.0,2025-10-04 14:05:26.490618,6.0
,,Orphan Employee,310.0,,,,,8347.0,2025-10-03 14:05:26.490630,7.0
,,Orphan Employee,336.0,,,,,8350.0,2025-09-10 14:05:26.490640,3.0
,,Orphan Employee,299.0,,,,,8354.0,2026-05-02 14:05:26.490796,5.0
,,Orphan Employee,876.0,,,,,8355.0,2025-12-03 14:05:26.490809,3.0
,,Orphan Employee,309.0,,,,,8356.0,2026-02-12 14:05:26.490814,9.0
,,Orphan Employee,484.0,,,,,8357.0,2026-03-04 14:05:26.490820,1.0
,,Orphan Employee,324.0,,,,,8359.0,2025-12-07 14:05:26.490870,10.0
,,Orphan Employee,405.0,,,,,8362.0,2025-11-04 14:05:26.490885,9.0
,,Orphan Employee,1139.0,,,,,8369.0,2026-04-09 14:05:26.490922,1.0
,,Orphan Employee,369.0,,,,,8372.0,2025-06-28 14:05:26.490939,4.0
,,Orphan Employee,390.0,,,,,8373.0,2025-07-01 14:05:26.490963,0.0
,,Orphan Employee,1105.0,,,,,8375.0,2026-04-08 14:05:26.490972,2.0
,,Orphan Employee,1146.0,,,,,8377.0,2026-05-02 14:05:26.490988,1.0
,,Orphan Employee,247.0,,,,,8378.0,2025-12-05 14:05:26.490992,3.0
,,Orphan Employee,627.0,,,,,8379.0,2026-04-20 14:05:26.490997,2.0
,,Orphan Employee,82.0,,,,,8380.0,2025-12-19 14:05:26.491002,1.0
,,Orphan Employee,1121.0,,,,,8382.0,2025-11-13 14:05:26.491012,5.0
,,Orphan Employee,939.0,,,,,8385.0,2026-03-08 14:05:26.491030,8.0
,,Orphan Employee,971.0,,,,,8386.0,2025-09-11 14:05:26.491035,7.0
,,Orphan Employee,856.0,,,,,8388.0,2025-08-31 14:05:26.491044,9.0
,,Orphan Employee,655.0,,,,,8390.0,2026-02-12 14:05:26.491101,10.0
,,Orphan Employee,22.0,,,,,8394.0,2025-12-28 14:05:26.491121,4.0
,,Orphan Employee,115.0,,,,,8396.0,2025-11-23 14:05:26.491130,5.0
,,Orphan Employee,27.0,,,,,8399.0,2026-02-20 14:05:26.491150,0.0
,,Orphan Employee,614.0,,,,,8401.0,2025-12-10 14:05:26.491158,7.0
,,Orphan Employee,168.0,,,,,8404.0,2025-08-29 14:05:26.491176,0.0
,,Orphan Employee,1170.0,,,,,8405.0,2025-08-29 14:05:26.491181,5.0
,,Orphan Employee,1112.0,,,,,8408.0,2025-12-31 14:05:26.491193,5.0
,,Orphan Employee,98.0,,,,,8415.0,2025-06-24 14:05:26.491221,7.0
,,Orphan Employee,537.0,,,,,8431.0,2025-10-19 14:05:26.491290,6.0
,,Orphan Employee,292.0,,,,,8432.0,2025-08-07 14:05:26.491294,1.0
,,Orphan Employee,191.0,,,,,8434.0,2026-05-21 14:05:26.491304,2.0
,,Orphan Employee,468.0,,,,,8436.0,2025-08-19 14:05:26.491315,9.0
,,Orphan Employee,1187.0,,,,,8437.0,2025-11-11 14:05:26.491341,0.0
,,Orphan Employee,723.0,,,,,8438.0,2025-06-07 14:05:26.491348,0.0
,,Orphan Employee,934.0,,,,,8442.0,2025-07-04 14:05:26.491365,4.0
,,Orphan Employee,335.0,,,,,8450.0,2025-07-08 14:05:26.491399,4.0
,,Orphan Employee,853.0,,,,,8451.0,2025-12-30 14:05:26.491402,2.0
,,Orphan Employee,36.0,,,,,8452.0,2025-11-09 14:05:26.491407,9.0
,,Orphan Employee,321.0,,,,,8456.0,2025-11-25 14:05:26.491424,1.0
,,Orphan Employee,1102.0,,,,,8459.0,2025-09-07 14:05:26.491437,2.0
,,Orphan Employee,677.0,,,,,8462.0,2025-08-21 14:05:26.491451,7.0
,,Orphan Employee,614.0,,,,,8466.0,2025-10-29 14:05:26.491464,9.0
,,Orphan Employee,285.0,,,,,8471.0,2026-02-05 14:05:26.491488,3.0
,,Orphan Employee,592.0,,,,,8475.0,2026-04-09 14:05:26.491505,5.0
,,Orphan Employee,508.0,,,,,8476.0,2025-10-04 14:05:26.491509,7.0
,,Orphan Employee,847.0,,,,,8477.0,2026-04-14 14:05:26.491513,0.0
,,Orphan Employee,66.0,,,,,8478.0,2025-07-09 14:05:26.491535,
,,Orphan Employee,1169.0,,,,,8481.0,2025-10-02 14:05:26.491547,3.0
,,Orphan Employee,1033.0,,,,,8483.0,2025-10-06 14:05:26.491560,7.0
,,Orphan Employee,1109.0,,,,,8485.0,2026-02-25 14:05:26.491568,0.0
,,Orphan Employee,356.0,,,,,8487.0,2025-09-22 14:05:26.491574,3.0
,,Orphan Employee,1027.0,,,,,8488.0,2025-06-07 14:05:26.491577,6.0
,,Orphan Employee,875.0,,,,,8491.0,2025-08-12 14:05:26.491586,7.0
,,Orphan Employee,620.0,,,,,8492.0,2025-08-03 14:05:26.491590,1.0
,,Orphan Employee,1200.0,,,,,8496.0,2026-06-04 14:05:26.491608,6.0
,,Orphan Employee,740.0,,,,,8499.0,2026-03-17 14:05:26.491624,1.0
,,Orphan Employee,66.0,,,,,8501.0,2026-03-28 14:05:26.491631,2.0
,,Orphan Employee,1189.0,,,,,8505.0,2025-11-15 14:05:26.491643,1.0
,,Orphan Employee,1129.0,,,,,8506.0,2026-03-26 14:05:26.491646,0.0
,,Orphan Employee,285.0,,,,,8510.0,2025-12-29 14:05:26.491663,7.0
,,Orphan Employee,402.0,,,,,8513.0,2026-01-18 14:05:26.491675,2.0
,,Orphan Employee,797.0,,,,,8520.0,2025-12-11 14:05:26.491704,6.0
,,Orphan Employee,157.0,,,,,8524.0,2025-10-12 14:05:26.491717,10.0
,,Orphan Employee,1173.0,,,,,8532.0,2025-12-21 14:05:26.491750,4.0
,,Orphan Employee,336.0,,,,,8533.0,2026-05-14 14:05:26.491754,4.0
,,Orphan Employee,735.0,,,,,8534.0,2025-10-22 14:05:26.491758,1.0
,,Orphan Employee,487.0,,,,,8542.0,2026-05-17 14:05:26.491788,3.0
,,Orphan Employee,1124.0,,,,,8546.0,2025-11-25 14:05:26.491807,7.0
,,Orphan Employee,598.0,,,,,8552.0,2025-06-30 14:05:26.491833,2.0
,,Orphan Employee,1151.0,,,,,8553.0,2025-08-25 14:05:26.491837,7.0
,,Orphan Employee,450.0,,,,,8560.0,2026-03-18 14:05:26.491864,9.0
,,Orphan Employee,266.0,,,,,8562.0,2025-12-06 14:05:26.491871,3.0
,,Orphan Employee,840.0,,,,,8569.0,2025-12-22 14:05:26.491901,
